Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
1131,Urban,Medium,131558.166666667,Tax savings,Personal Loans,Branch,Semi-Luxury,304619910,Self-Employed Professionals,Education,7.0,11.0,136602040.0,850
1132,Suburban,Medium,98035.6916666667,Wealth accumulation,Credit Card,Branch,Middle-class,145314862,Housewives,Consulting,,,,559
1133,Rural,Low,83484.195,Short-term gains,Savings Account,Relationship Manager,Budget,424520222,Self-Employed Professionals,Food and Beverage,14.0,15.0,52213726.0,504
1134,Semi-urban,Medium,4184.0475,Tax savings,Home Loans,Branch,Luxury,250284897,High Net Worth Individuals (HNIs),Hospitality,13.0,19.0,174179260.0,692
1135,Urban,Low,262716.0875,Wealth accumulation,Savings Account,Internet Banking,Middle-class,423599750,Young Professionals,Media and Entertainment,,,,668
1136,Tier 2 city,Medium,89314.4,Short-term gains,Personal Loans,Mobile Banking,Minimalist,10682648,Students,Construction,,,,739
1137,Suburban,Low,21438.4366666667,Capital preservation,Current Account,Internet Banking,Minimalist,81588585,Students,Fashion,,,,509
1138,Metro,High,83848.77,Capital preservation,Insurance,Mobile Banking,Minimalist,80547174,Salaried Employees,Sports and Fitness,,,,733
1139,Suburban,High,29142.8041666667,Long-term growth,Credit Card,Phone Banking,Middle-class,347473617,NRIs (Non-Resident Indians),Finance,19.0,5.0,110310061.0,821
1140,Tier 1 city,Medium,367973.894166667,Stable returns,Credit Card,Branch,Frugal,157110009,Self-Employed Professionals,Education,11.0,9.0,176411804.0,562
1141,Rural,Medium,113027.308333333,Long-term growth,Car Loans,ATM,Middle-class,154443003,Small Business Owners,Food and Beverage,24.0,23.0,121902120.0,893
1142,Tier 2 city,High,167376.75,Wealth accumulation,Insurance,Mobile Banking,Frugal,234925242,Young Professionals,Food and Beverage,,,,414
1143,Tier 2 city,Medium,206508.55,Stable returns,Home Loans,Relationship Manager,Semi-Luxury,493549863,Salaried Employees,Beauty and Wellness,,,,562
1144,Semi-urban,Low,287136.425,Wealth accumulation,Recurring Deposits,Internet Banking,Minimalist,275194245,Self-Employed Professionals,Art and Design,10.0,6.0,53508264.0,634
1145,Rural,High,156718.5,Tax savings,Insurance,Phone Banking,Budget,228852712,Small Business Owners,Government,6.0,7.0,26104921.0,368
1146,Tier 1 city,High,55847.375,Tax savings,Fixed Deposits,Mobile Banking,Minimalist,374361616,Small Business Owners,Sports and Fitness,12.0,23.0,79412527.0,390
1147,Tier 1 city,Medium,152155.213333333,Stable returns,Current Account,ATM,Middle-class,398128367,Housewives,Government,,,,518
1148,Metro,Low,26054.0666666667,Retirement planning,Recurring Deposits,Relationship Manager,Minimalist,140951728,Salaried Employees,Non-Profit,,,,560
1149,Semi-urban,High,58909.2783333333,Wealth accumulation,Credit Card,Mobile Banking,Frugal,431389403,Housewives,Manufacturing,,,,717
1150,Hill station,High,20080.8475,Retirement planning,Insurance,Branch,Luxury,467154394,Small Business Owners,Agriculture,11.0,10.0,153155902.0,586
1151,Tier 2 city,Medium,98631.1083333333,Stable returns,Car Loans,Mobile Banking,Middle-class,177557385,High Net Worth Individuals (HNIs),,12.0,16.0,124625586.0,397
1152,Urban,Low,3449.7375,Retirement planning,Education Loans,Mobile Banking,Semi-Luxury,193873346,Rural Customers,Telecommunications,9.0,15.0,172690055.0,529
1153,Coastal,Medium,268215.505,Wealth accumulation,Recurring Deposits,Internet Banking,Minimalist,422694963,Housewives,Fashion,,,,317
1154,Urban,High,2469.97166666667,Wealth accumulation,Personal Loans,Branch,Budget,335164882,Rural Customers,Media and Entertainment,2.0,11.0,302351.0,553
1155,Tier 2 city,High,165869.291666667,Retirement planning,Savings Account,Internet Banking,Luxury,336437173,Senior Citizens,Non-Profit,,,,579
1156,Hill station,Low,122666.958333333,Wealth accumulation,Fixed Deposits,Internet Banking,Frugal,394318460,NRIs (Non-Resident Indians),Food and Beverage,11.0,23.0,167735238.0,685
1157,Suburban,High,157168.44,Long-term growth,Fixed Deposits,Internet Banking,Frugal,403886974,Rural Customers,Art and Design,20.0,1.0,87526535.0,350
1158,Rural,High,180050.6975,Tax savings,Insurance,Relationship Manager,Middle-class,486230951,Rural Customers,Manufacturing,3.0,6.0,140044309.0,421
1159,Semi-urban,High,38609.2083333333,Tax savings,Credit Card,Branch,Minimalist,288051492,Young Professionals,Telecommunications,,,,403
1160,Metro,High,0.0,Retirement planning,Recurring Deposits,Relationship Manager,Budget,292346768,Rural Customers,Construction,16.0,2.0,173602313.0,407
1161,Semi-urban,Medium,67400.9166666667,Stable returns,Insurance,ATM,Middle-class,323699446,NRIs (Non-Resident Indians),Telecommunications,4.0,2.0,8669441.0,609
1162,Tier 3 city,Medium,277102.85,Tax savings,Fixed Deposits,ATM,Luxury,176432804,Small Business Owners,E-commerce,18.0,6.0,88095475.0,402
1163,Urban,Low,57336.09,Stable returns,Car Loans,Mobile Banking,Frugal,485885378,Salaried Employees,E-commerce,,,,792
1164,Metro,Medium,138699.533333333,Wealth accumulation,Savings Account,Branch,Minimalist,97248300,Small Business Owners,Agriculture,15.0,21.0,186127784.0,704
1165,Metro,High,262068.024166667,Long-term growth,Home Loans,Relationship Manager,Budget,153824986,Young Professionals,Real Estate,,,,431
1166,Metro,High,42911.0741666667,Stable returns,Insurance,Phone Banking,Frugal,20267788,Students,,,,,413
1167,Metro,High,18196.955,Wealth accumulation,Car Loans,Branch,Semi-Luxury,359693166,Small Business Owners,Education,5.0,14.0,106293257.0,826
1168,Metro,Low,67419.3825,Capital preservation,Personal Loans,Relationship Manager,Middle-class,357510168,Young Professionals,Automotive,,,,749
1169,Coastal,Low,13504.8375,Tax savings,Savings Account,Internet Banking,Semi-Luxury,398161724,Young Professionals,Non-Profit,,,,884
1170,Semi-urban,High,140762.266666667,Wealth accumulation,Savings Account,Branch,Middle-class,124384749,High Net Worth Individuals (HNIs),Hospitality,12.0,2.0,189671835.0,639
1171,Rural,Low,78177.06,Short-term gains,Personal Loans,Branch,Middle-class,448814121,Self-Employed Professionals,Art and Design,10.0,4.0,37455112.0,719
1172,Urban,Medium,65521.2616666667,Tax savings,Current Account,Mobile Banking,Minimalist,291193036,Students,Art and Design,,,,335
1173,Coastal,High,103614.555833333,Long-term growth,Savings Account,Relationship Manager,Minimalist,399312314,Rural Customers,Telecommunications,17.0,7.0,107929674.0,854
1174,Hill station,Medium,70867.0666666667,Long-term growth,Credit Card,Branch,Luxury,119247834,Salaried Employees,Non-Profit,,,,544
1175,Tier 3 city,Low,151609.68,Long-term growth,Savings Account,Internet Banking,Minimalist,1228700,Housewives,Finance,,,,507
1176,Semi-urban,Low,43421.3325,Short-term gains,Current Account,Branch,Middle-class,111439921,Housewives,Transportation,,,,787
1177,Semi-urban,Medium,186602.775,Capital preservation,Car Loans,Mobile Banking,Middle-class,473017834,Small Business Owners,Retail,5.0,17.0,168763170.0,526
1178,Metro,Medium,0.0,Wealth accumulation,Credit Card,Phone Banking,Minimalist,73500256,Senior Citizens,Agriculture,,,,547
1179,Tier 3 city,Medium,98858.52,Wealth accumulation,Car Loans,Internet Banking,Luxury,398294624,Self-Employed Professionals,Hospitality,20.0,19.0,88985617.0,309
1180,Tier 1 city,Medium,24241.5333333333,Wealth accumulation,Education Loans,Internet Banking,Minimalist,114249722,Senior Citizens,Non-Profit,,,,718
1181,Metro,High,75610.0541666667,Tax savings,Car Loans,Branch,Minimalist,482690941,Small Business Owners,Hospitality,5.0,11.0,159295758.0,341
1182,Metro,High,157950.73,Short-term gains,Credit Card,Phone Banking,Frugal,68127937,Senior Citizens,Transportation,,,,386
1183,Tier 1 city,Medium,8995.91,Capital preservation,Personal Loans,Internet Banking,Frugal,424019270,Senior Citizens,Retail,,,,597
1184,Tier 3 city,Low,30013.94,Retirement planning,Current Account,Phone Banking,Middle-class,274872506,NRIs (Non-Resident Indians),Government,15.0,11.0,8291728.0,675
1185,Rural,Medium,42801.77,Wealth accumulation,Home Loans,ATM,Budget,134711421,Students,Media and Entertainment,,,,617
1186,Tier 1 city,Medium,194959.700833333,Stable returns,Savings Account,Internet Banking,Middle-class,304167747,Students,Manufacturing,,,,628
1187,Urban,Low,60754.2133333333,Long-term growth,Car Loans,Mobile Banking,Middle-class,618244,Self-Employed Professionals,,22.0,18.0,159746005.0,418
1188,Coastal,Medium,9109.39166666667,Retirement planning,Home Loans,Phone Banking,Budget,294124613,Young Professionals,Non-Profit,,,,426
1189,Semi-urban,High,77085.06,Stable returns,Fixed Deposits,Branch,Frugal,390523699,Small Business Owners,Fashion,23.0,23.0,189322260.0,457
1190,Tier 1 city,Medium,11715.165,Tax savings,Savings Account,Phone Banking,Middle-class,250977960,High Net Worth Individuals (HNIs),Transportation,10.0,16.0,31817059.0,593
1191,Urban,High,145686.175,Short-term gains,Recurring Deposits,Mobile Banking,Luxury,14611335,Young Professionals,Non-Profit,,,,782
1192,Hill station,Low,2897.04583333333,Retirement planning,Personal Loans,Relationship Manager,Frugal,416141700,Housewives,Real Estate,,,,697
1193,Urban,High,177709.05,Retirement planning,Savings Account,Relationship Manager,Frugal,13587449,High Net Worth Individuals (HNIs),Finance,15.0,25.0,87227457.0,541
1194,Urban,Medium,183780.645833333,Tax savings,Recurring Deposits,ATM,Luxury,409038378,Self-Employed Professionals,Healthcare,0.0,24.0,28345699.0,454
1195,Urban,Medium,6110.21,Tax savings,Education Loans,ATM,Semi-Luxury,237129718,Young Professionals,Finance,,,,854
1196,Urban,High,12266.9983333333,Long-term growth,Credit Card,Phone Banking,Luxury,280473647,Students,Automotive,,,,706
1197,Semi-urban,Medium,226706.048333333,Short-term gains,Savings Account,Relationship Manager,Luxury,370065372,Self-Employed Professionals,Other,6.0,18.0,65380645.0,669
1198,Hill station,High,83480.2333333333,Stable returns,Car Loans,Phone Banking,Frugal,119288322,Housewives,Art and Design,,,,442
1199,Hill station,High,78519.025,Tax savings,Car Loans,Mobile Banking,Frugal,294181759,Rural Customers,Agriculture,3.0,13.0,46373019.0,305
1200,Tier 3 city,Medium,93724.34,Capital preservation,Current Account,Mobile Banking,Semi-Luxury,463614225,Salaried Employees,Construction,,,,308
1201,Tier 3 city,High,246276.4525,Capital preservation,Current Account,Mobile Banking,Minimalist,371617872,Housewives,Beauty and Wellness,,,,309
1202,Suburban,Medium,318938.6,Stable returns,Current Account,Mobile Banking,Luxury,82298869,Small Business Owners,IT Services,21.0,13.0,65898612.0,434
1203,Metro,Medium,212173.0,Stable returns,Home Loans,Branch,Semi-Luxury,151732567,Rural Customers,Food and Beverage,25.0,22.0,48315564.0,427
1204,Urban,High,38981.22,Capital preservation,Current Account,Mobile Banking,Minimalist,348455378,Young Professionals,Finance,,,,554
1205,Rural,High,84777.4416666667,Stable returns,Fixed Deposits,ATM,Minimalist,422656751,Senior Citizens,E-commerce,,,,838
1206,Tier 2 city,Medium,176771.776666667,Wealth accumulation,Recurring Deposits,Relationship Manager,Semi-Luxury,183682938,Students,Education,,,,547
1207,Suburban,Low,17268.975,Short-term gains,Credit Card,Relationship Manager,Frugal,471341740,Salaried Employees,Media and Entertainment,,,,562
1208,Tier 2 city,High,40335.075,Tax savings,Personal Loans,Mobile Banking,Frugal,462251320,Self-Employed Professionals,Automotive,23.0,15.0,91204723.0,815
1209,Semi-urban,Medium,368122.173333333,Capital preservation,Insurance,Internet Banking,Luxury,442174667,Students,Healthcare,,,,728
1210,Suburban,Medium,9233.67,Short-term gains,Recurring Deposits,Mobile Banking,Semi-Luxury,138924281,Rural Customers,Agriculture,12.0,4.0,166290628.0,518
1211,Urban,Medium,188264.725,Short-term gains,Insurance,Mobile Banking,Budget,151654375,Salaried Employees,Telecommunications,,,,541
1212,Tier 2 city,Low,111949.97,Capital preservation,Recurring Deposits,Mobile Banking,Middle-class,51998349,Salaried Employees,Energy,,,,470
1213,Suburban,High,4106.87,Wealth accumulation,Personal Loans,ATM,Luxury,256832443,NRIs (Non-Resident Indians),Government,9.0,17.0,110494055.0,462
1214,Metro,Medium,134735.095833333,Retirement planning,Car Loans,Phone Banking,Luxury,232836803,High Net Worth Individuals (HNIs),Other,3.0,0.0,109574379.0,875
1215,Urban,High,177183.489166667,Capital preservation,Current Account,Internet Banking,Minimalist,322795467,Salaried Employees,Finance,,,,582
1216,Coastal,Medium,362802.789166667,Wealth accumulation,Home Loans,Internet Banking,Luxury,246430429,High Net Worth Individuals (HNIs),Transportation,13.0,16.0,84971698.0,415
1217,Hill station,Low,191943.526666667,Tax savings,Insurance,Relationship Manager,Middle-class,341671269,Housewives,Government,,,,311
1218,Tier 3 city,Medium,146804.5725,Stable returns,Credit Card,Branch,Frugal,203021459,Small Business Owners,Non-Profit,24.0,13.0,16460329.0,499
1219,Tier 2 city,High,124402.0,Short-term gains,Credit Card,Internet Banking,Budget,66689781,Small Business Owners,Consulting,12.0,9.0,126595144.0,883
1220,Suburban,Low,20.84,Wealth accumulation,Home Loans,Phone Banking,Middle-class,190248872,Senior Citizens,Transportation,,,,732
1221,Suburban,Medium,42465.6191666667,Capital preservation,Education Loans,Internet Banking,Budget,265634870,Senior Citizens,Beauty and Wellness,,,,645
1222,Coastal,High,74592.6166666667,Tax savings,Savings Account,Phone Banking,Semi-Luxury,209435511,Senior Citizens,Finance,,,,393
1223,Rural,High,72181.9925,Wealth accumulation,Recurring Deposits,Relationship Manager,Middle-class,355710592,Rural Customers,Agriculture,14.0,7.0,46685671.0,415
1224,Coastal,High,219119.615,Short-term gains,Car Loans,Phone Banking,Budget,333657454,Students,Agriculture,,,,376
1225,Semi-urban,Low,307162.301666667,Wealth accumulation,Savings Account,Branch,Semi-Luxury,274136603,Senior Citizens,Transportation,,,,613
1226,Urban,Low,10366.75,Wealth accumulation,Fixed Deposits,Relationship Manager,Middle-class,58913515,Housewives,Construction,,,,870
1227,Urban,High,269429.26,Stable returns,Recurring Deposits,Mobile Banking,Middle-class,291164997,High Net Worth Individuals (HNIs),Education,9.0,20.0,49636553.0,511
1228,Rural,High,120646.341666667,Short-term gains,Car Loans,Branch,Budget,443054867,High Net Worth Individuals (HNIs),Consulting,10.0,8.0,127597287.0,465
1229,Coastal,Low,68982.0416666667,Short-term gains,Insurance,ATM,Budget,116340755,Salaried Employees,Media and Entertainment,,,,898
1230,Coastal,Medium,47783.6775,Wealth accumulation,Education Loans,Relationship Manager,Luxury,358982816,Salaried Employees,Automotive,,,,805
1231,Rural,Low,62214.1066666667,Wealth accumulation,Personal Loans,Phone Banking,Minimalist,56467800,Rural Customers,Food and Beverage,0.0,10.0,134983641.0,587
1232,Rural,High,91126.9333333333,Retirement planning,Current Account,Phone Banking,Semi-Luxury,312522307,Young Professionals,Consulting,,,,717
1233,Metro,Low,220977.2725,Retirement planning,Insurance,ATM,Minimalist,399872742,Housewives,Real Estate,,,,578
1234,Tier 3 city,Medium,26854.3441666667,Stable returns,Credit Card,Branch,Luxury,131357841,Rural Customers,Telecommunications,19.0,24.0,110155851.0,826
1235,Urban,Low,73572.28,Stable returns,Insurance,Branch,Budget,206536640,Housewives,Sports and Fitness,,,,458
1236,Suburban,Low,223676.64,Wealth accumulation,Savings Account,Branch,Semi-Luxury,485402636,Students,Art and Design,,,,378
1237,Tier 1 city,Low,79648.2525,Long-term growth,Personal Loans,Relationship Manager,Middle-class,421049362,NRIs (Non-Resident Indians),Healthcare,0.0,15.0,87740436.0,492
1238,Suburban,Low,1430.73,Long-term growth,Home Loans,Branch,Luxury,476234404,Salaried Employees,IT Services,,,,871
1239,Metro,Low,87324.4066666667,Short-term gains,Personal Loans,Relationship Manager,Middle-class,378785306,High Net Worth Individuals (HNIs),Automotive,2.0,8.0,112378762.0,729
1240,Coastal,High,458.81,Stable returns,Credit Card,ATM,Semi-Luxury,331100928,High Net Worth Individuals (HNIs),Real Estate,3.0,1.0,20329143.0,605
1241,Hill station,Medium,30822.9133333333,Retirement planning,Recurring Deposits,Relationship Manager,Luxury,281035525,Rural Customers,Art and Design,3.0,22.0,66255019.0,822
1242,Suburban,Low,15438.2333333333,Stable returns,Credit Card,Branch,Middle-class,379262441,High Net Worth Individuals (HNIs),Transportation,7.0,16.0,127453614.0,393
1243,Tier 3 city,High,0.0,Stable returns,Education Loans,Branch,Luxury,334134011,Self-Employed Professionals,Government,19.0,12.0,124136449.0,370
1244,Suburban,Low,230790.0,Stable returns,Home Loans,Branch,Budget,211961979,Housewives,Consulting,,,,854
1245,Urban,High,180.816666666667,Stable returns,Credit Card,ATM,Minimalist,498982395,Young Professionals,Telecommunications,,,,741
1246,Metro,Medium,20598.0133333333,Long-term growth,Home Loans,Internet Banking,Luxury,47263206,Salaried Employees,Fashion,,,,551
1247,Rural,High,18993.3858333333,Capital preservation,Insurance,Mobile Banking,Middle-class,17797032,High Net Worth Individuals (HNIs),Media and Entertainment,5.0,14.0,10266315.0,320
1248,Tier 3 city,Medium,31060.3733333333,Capital preservation,Insurance,Mobile Banking,Minimalist,299815277,Salaried Employees,Transportation,,,,790
